"","CONUS_SCLA","CONUS_EVH","CONUS_EVC","CONUS_EVT","LC16_BPS_2","VALUE","COUNT","CONUS_MZ_0","BPS_MODEL","BPS_NAME","EVT_NAME","EVT_LF","EVT_PHYS","COVER","HEIGHT","SCLASS"
"1",1,303,326,7662,759,7258,12,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 26%","Herb Height = 0.3 meter","A"
"2",1,103,127,7063,759,3210,13,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 27%","Tree Height = 3 meters","A"
"3",1,303,346,7668,759,2790,8,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 46%","Herb Height = 0.3 meter","A"
"4",1,106,131,7063,723,8926,574,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 31%","Tree Height = 6 meters","A"
"5",1,103,143,7156,723,3665,14,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 43%","Tree Height = 3 meters","A"
"6",1,106,143,7063,759,8563,55,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 43%","Tree Height = 6 meters","A"
"7",1,107,134,7063,759,8559,261,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 34%","Tree Height = 7 meters","A"
"8",1,106,133,7063,759,1974,180,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 33%","Tree Height = 6 meters","A"
"9",1,104,144,7063,726,3306,40,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 44%","Tree Height = 4 meters","A"
"10",1,108,127,7063,759,1745,228,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 27%","Tree Height = 8 meters","A"
"11",1,102,133,7063,726,3546,29,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 33%","Tree Height = 2 meters","A"
"12",1,109,125,7156,723,3683,19,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 25%","Tree Height = 9 meters","A"
"13",1,305,331,7668,759,9109,4,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 31%","Herb Height = 0.5 meter","A"
"14",1,109,127,7063,759,1916,251,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 27%","Tree Height = 9 meters","A"
"15",1,305,343,7668,723,3583,133,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 43%","Herb Height = 0.5 meter","A"
"16",1,304,351,7662,726,8455,567,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 51%","Herb Height = 0.4 meter","A"
"17",1,108,114,7063,759,9112,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 14%","Tree Height = 8 meters","A"
"18",1,303,348,7668,723,9708,117,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 48%","Herb Height = 0.3 meter","A"
"19",1,109,136,7063,759,2025,509,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 36%","Tree Height = 9 meters","A"
"20",1,103,138,7063,723,3552,17,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 38%","Tree Height = 3 meters","A"
"21",1,102,128,7156,723,4311,11,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 28%","Tree Height = 2 meters","A"
"22",1,304,382,7662,726,8366,301,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 82%","Herb Height = 0.4 meter","A"
"23",1,303,373,7662,726,7280,259,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 73%","Herb Height = 0.3 meter","A"
"24",1,109,138,7063,759,189,415,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 38%","Tree Height = 9 meters","A"
"25",1,303,356,7662,759,9996,91,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 56%","Herb Height = 0.3 meter","A"
"26",1,303,370,7662,759,7316,57,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 70%","Herb Height = 0.3 meter","A"
"27",1,110,130,7063,759,761,380,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 30%","Tree Height = 10 meters","A"
"28",1,110,142,7156,759,2517,44,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 42%","Tree Height = 10 meters","A"
"29",1,104,125,7063,759,2006,40,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 25%","Tree Height = 4 meters","A"
"30",1,217,260,7157,726,8827,6,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Riparian Shrubland","Shrub","Riparian","Shrub Cover = 60%","Shrub Height = 1.7 meters","A"
"31",1,225,270,7157,759,2355,1,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Shrubland","Shrub","Riparian","Shrub Cover = 70%","Shrub Height = 2.5 meters","A"
"32",1,303,355,7037,726,6645,203625,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Tree","Conifer","Herb Cover = 55%","Herb Height = 0.3 meter","A"
"33",1,308,346,7668,723,3648,83,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 46%","Herb Height = 0.8 meter","A"
"34",1,105,143,7156,726,9887,39,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 43%","Tree Height = 5 meters","A"
"35",1,305,332,7668,723,3604,148,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 32%","Herb Height = 0.5 meter","A"
"36",1,304,351,7668,759,2548,18,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 51%","Herb Height = 0.4 meter","A"
"37",1,103,116,7063,723,5911,10,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 16%","Tree Height = 3 meters","A"
"38",1,110,135,7063,759,8753,643,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 35%","Tree Height = 10 meters","A"
"39",1,110,147,7063,759,8150,255,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 47%","Tree Height = 10 meters","A"
"40",1,303,362,7662,726,7334,392,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 62%","Herb Height = 0.3 meter","A"
"41",1,303,364,7662,726,5013,338,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 64%","Herb Height = 0.3 meter","A"
"42",1,109,130,7063,759,9788,382,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 30%","Tree Height = 9 meters","A"
"43",1,105,138,7063,759,274,49,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 38%","Tree Height = 5 meters","A"
"44",1,303,361,7662,726,5735,386,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 61%","Herb Height = 0.3 meter","A"
"45",1,304,339,7668,723,8245,398,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 39%","Herb Height = 0.4 meter","A"
"46",1,107,129,7063,759,5540,280,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 29%","Tree Height = 7 meters","A"
"47",1,108,132,7156,759,2474,24,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 32%","Tree Height = 8 meters","A"
"48",1,108,128,7063,759,3120,280,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 28%","Tree Height = 8 meters","A"
"49",1,109,142,7063,759,840,272,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 42%","Tree Height = 9 meters","A"
"50",1,306,344,7668,723,3610,77,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 44%","Herb Height = 0.6 meter","A"
"51",1,103,121,7063,726,5797,67,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 21%","Tree Height = 3 meters","A"
"52",1,106,126,7063,723,7460,300,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 26%","Tree Height = 6 meters","A"
"53",1,110,141,7156,759,2602,39,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 41%","Tree Height = 10 meters","A"
"54",1,303,343,7662,726,5594,452,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 43%","Herb Height = 0.3 meter","A"
"55",1,304,312,7668,723,3659,14,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 12%","Herb Height = 0.4 meter","A"
"56",1,109,128,7156,759,2408,23,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 28%","Tree Height = 9 meters","A"
"57",1,104,112,7063,726,5910,16,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 12%","Tree Height = 4 meters","A"
"58",1,104,126,7063,759,2821,40,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 26%","Tree Height = 4 meters","A"
"59",1,103,129,7063,723,2866,32,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 29%","Tree Height = 3 meters","A"
"60",1,104,118,7156,726,9297,3,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 18%","Tree Height = 4 meters","A"
"61",1,107,141,7063,759,8448,121,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 41%","Tree Height = 7 meters","A"
"62",1,108,134,7063,759,689,433,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 34%","Tree Height = 8 meters","A"
"63",1,104,118,7063,726,5802,53,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 18%","Tree Height = 4 meters","A"
"64",1,304,364,7668,759,2154,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 64%","Herb Height = 0.4 meter","A"
"65",1,107,123,7063,759,3236,93,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 23%","Tree Height = 7 meters","A"
"66",1,308,343,7668,723,3611,140,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 43%","Herb Height = 0.8 meter","A"
"67",1,107,139,7063,723,7525,544,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 39%","Tree Height = 7 meters","A"
"68",1,105,140,7156,723,3828,38,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 40%","Tree Height = 5 meters","A"
"69",1,304,357,7668,759,2516,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 57%","Herb Height = 0.4 meter","A"
"70",1,303,373,7668,759,2442,8,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 73%","Herb Height = 0.3 meter","A"
"71",1,304,368,7668,723,9656,168,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 68%","Herb Height = 0.4 meter","A"
"72",1,106,130,7156,759,2581,13,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 30%","Tree Height = 6 meters","A"
"73",1,104,124,7063,726,8128,215,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 24%","Tree Height = 4 meters","A"
"74",1,105,139,7156,759,2647,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 39%","Tree Height = 5 meters","A"
"75",1,107,132,7063,759,922,289,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 32%","Tree Height = 7 meters","A"
"76",1,105,130,7063,759,9672,90,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 30%","Tree Height = 5 meters","A"
"77",1,105,129,7063,759,1752,94,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 29%","Tree Height = 5 meters","A"
"78",1,303,351,7668,759,2550,8,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 51%","Herb Height = 0.3 meter","A"
"79",1,105,111,7063,726,8289,21,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 11%","Tree Height = 5 meters","A"
"80",1,303,335,7662,726,9766,292,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 35%","Herb Height = 0.3 meter","A"
"81",1,107,136,7063,759,798,208,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 36%","Tree Height = 7 meters","A"
"82",1,303,351,7662,726,6347,391,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 51%","Herb Height = 0.3 meter","A"
"83",1,107,146,7063,723,7629,145,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 46%","Tree Height = 7 meters","A"
"84",1,105,122,7063,723,9296,81,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 22%","Tree Height = 5 meters","A"
"85",1,303,339,7662,726,9251,372,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 39%","Herb Height = 0.3 meter","A"
"86",1,303,347,7668,759,2353,4,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 47%","Herb Height = 0.3 meter","A"
"87",1,304,318,7668,759,5704,7,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 18%","Herb Height = 0.4 meter","A"
"88",1,105,134,7063,759,2054,76,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 34%","Tree Height = 5 meters","A"
"89",1,110,137,7063,759,829,603,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 37%","Tree Height = 10 meters","A"
"90",1,108,145,7156,723,7471,47,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 45%","Tree Height = 8 meters","A"
"91",1,303,355,7063,759,4043,6847,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Herb Cover = 55%","Herb Height = 0.3 meter","A"
"92",1,303,353,7662,759,9995,61,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 53%","Herb Height = 0.3 meter","A"
"93",1,105,136,7063,759,2145,70,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 36%","Tree Height = 5 meters","A"
"94",1,208,239,7157,759,2612,3,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Shrubland","Shrub","Riparian","Shrub Cover = 39%","Shrub Height = 0.8 meter","A"
"95",1,303,352,7668,726,9609,66,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 52%","Herb Height = 0.3 meter","A"
"96",1,106,127,7063,759,1680,142,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 27%","Tree Height = 6 meters","A"
"97",1,304,336,7668,723,3857,316,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 36%","Herb Height = 0.4 meter","A"
"98",1,304,320,7668,723,3628,50,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 20%","Herb Height = 0.4 meter","A"
"99",1,302,347,7662,759,5498,10,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 47%","Herb Height = 0.2 meter","A"
"100",1,106,121,7063,759,9644,54,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 21%","Tree Height = 6 meters","A"
"101",1,108,132,7063,723,9165,1340,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 32%","Tree Height = 8 meters","A"
"102",1,303,355,7063,726,5439,52593,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Herb Cover = 55%","Herb Height = 0.3 meter","A"
"103",1,108,115,7063,723,6757,285,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 15%","Tree Height = 8 meters","A"
"104",1,304,344,7662,726,7336,699,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 44%","Herb Height = 0.4 meter","A"
"105",1,108,146,7156,723,3550,48,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 46%","Tree Height = 8 meters","A"
"106",1,302,369,7662,759,9999,17,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 69%","Herb Height = 0.2 meter","A"
"107",1,304,344,7662,723,8697,305,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Freshwater Emergent Marsh","Herb","Riparian","Herb Cover = 44%","Herb Height = 0.4 meter","A"
"108",1,108,145,7063,759,2100,115,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 45%","Tree Height = 8 meters","A"
"109",1,110,141,7063,759,1187,464,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 41%","Tree Height = 10 meters","A"
"110",1,109,138,7156,759,2668,43,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Riparian Forest","Tree","Riparian","Tree Cover = 38%","Tree Height = 9 meters","A"
"111",1,104,132,7063,726,8784,240,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 32%","Tree Height = 4 meters","A"
"112",1,106,141,9170,759,9916,41,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Lowland Mixed Hardwood-Conifer Forest","Tree","Conifer-Hardwood","Tree Cover = 41%","Tree Height = 6 meters","A"
"113",1,305,329,7668,723,3558,105,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 29%","Herb Height = 0.5 meter","A"
"114",1,110,116,7063,759,6742,14,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","North Pacific Broadleaf Landslide Forest","Tree","Hardwood","Tree Cover = 16%","Tree Height = 10 meters","A"
"115",1,303,366,7668,759,2277,4,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Temperate Pacific Tidal Salt and Brackish Marsh","Herb","Riparian","Herb Cover = 66%","Herb Height = 0.3 meter","A"
"116",1,220,268,7157,726,5696,7,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","North Pacific Lowland Riparian Shrubland","Shrub","Riparian","Shrub Cover = 68%","Shrub Height = 2.0 meters","A"
