"","CONUS_EVT","EVT_rules","SCLASS_rules","CONUS_SCLA","CONUS_EVH","CONUS_EVC","LC16_BPS_2","VALUE","COUNT","CONUS_MZ_0","BPS_MODEL","BPS_NAME","EVT_NAME","EVT_LF","EVT_PHYS","COVER","HEIGHT","SCLASS","CHECK"
"91",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,149,759,8222,35,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 27 meters","UE",FALSE
"92",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,134,156,759,7721,41,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 34 meters","UE",FALSE
"93",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,147,750,8497,16,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 20 meters","UE",FALSE
"94",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,123,144,726,8654,101,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 23 meters","UE",FALSE
"95",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,123,153,726,5935,77,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 23 meters","UE",FALSE
"96",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,139,759,4132,43,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 39%","Tree Height = 18 meters","UE",FALSE
"97",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,143,759,4104,19,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 25 meters","UE",FALSE
"98",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,124,158,721,7303,1,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 24 meters","UE",FALSE
"99",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,131,151,759,6029,12,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 31 meters","UE",FALSE
"100",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,129,146,759,5188,14,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 29 meters","UE",FALSE
"101",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,112,131,726,8064,71,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 31%","Tree Height = 12 meters","UE",FALSE
"102",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,141,759,4489,58,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 41%","Tree Height = 18 meters","UE",FALSE
"103",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,145,759,7013,72,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 18 meters","UE",FALSE
"104",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,155,750,4461,5,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 22 meters","UE",FALSE
"105",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,116,139,759,3784,53,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 39%","Tree Height = 16 meters","UE",FALSE
"106",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,115,134,759,4264,24,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 34%","Tree Height = 15 meters","UE",FALSE
"107",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,138,759,8859,43,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 38%","Tree Height = 17 meters","UE",FALSE
"108",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,124,170,759,7566,18,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 70%","Tree Height = 24 meters","UE",FALSE
"109",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,143,750,4064,21,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 19 meters","UE",FALSE
"110",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,159,759,4604,34,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 19 meters","UE",FALSE
"111",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,124,149,726,6581,99,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 24 meters","UE",FALSE
"112",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,115,131,759,4314,7,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 31%","Tree Height = 15 meters","UE",FALSE
"113",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,139,750,9225,14,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 39%","Tree Height = 19 meters","UE",FALSE
"114",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,121,144,726,8286,171,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 21 meters","UE",FALSE
"115",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,112,136,750,5150,7,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 36%","Tree Height = 12 meters","UE",FALSE
"116",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,132,161,759,6258,5,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 32 meters","UE",FALSE
"117",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,153,759,6874,69,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 28 meters","UE",FALSE
"118",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,124,155,759,7131,23,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 24 meters","UE",FALSE
"119",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,148,759,5297,26,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 27 meters","UE",FALSE
"120",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,116,141,726,8282,215,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 41%","Tree Height = 16 meters","UE",FALSE
"121",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,142,759,8146,23,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 28 meters","UE",FALSE
"122",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,151,726,5764,137,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 18 meters","UE",FALSE
"123",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,109,136,759,7569,29,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 36%","Tree Height = 9 meters","UE",FALSE
"124",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,155,726,5673,110,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 22 meters","UE",FALSE
"125",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,147,723,8777,17,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 22 meters","UE",FALSE
"126",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,130,155,759,5061,7,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 30 meters","UE",FALSE
"127",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,113,125,750,9979,2,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 25%","Tree Height = 13 meters","UE",FALSE
"128",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,116,137,750,4037,7,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 37%","Tree Height = 16 meters","UE",FALSE
"129",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,162,726,5509,29,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 27 meters","UE",FALSE
"130",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,161,759,7157,26,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 25 meters","UE",FALSE
"131",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,147,726,5934,219,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 28 meters","UE",FALSE
"132",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,142,721,7705,1,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 28 meters","UE",FALSE
"133",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,143,759,3725,65,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 19 meters","UE",FALSE
"134",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,152,759,6932,25,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 52%","Tree Height = 25 meters","UE",FALSE
"135",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,143,726,7799,191,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 20 meters","UE",FALSE
"136",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,123,167,759,7270,33,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 67%","Tree Height = 23 meters","UE",FALSE
"137",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,133,137,759,6446,2,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 37%","Tree Height = 33 meters","UE",FALSE
"138",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,126,170,723,4759,3,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 70%","Tree Height = 26 meters","UE",FALSE
"139",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,140,750,8750,2,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 40%","Tree Height = 27 meters","UE",FALSE
"140",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,150,759,5021,38,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 50%","Tree Height = 17 meters","UE",FALSE
"141",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,112,146,723,8840,10,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 12 meters","UE",FALSE
"142",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,168,759,5755,32,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 28 meters","UE",FALSE
"143",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,129,145,759,6976,8,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 29 meters","UE",FALSE
"144",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,133,168,759,7500,2,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 33 meters","UE",FALSE
"145",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,148,726,6582,162,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 18 meters","UE",FALSE
"146",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,155,759,6311,42,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 20 meters","UE",FALSE
"147",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,143,724,8879,160,1,"10370_1_2_7","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 19 meters","UE",FALSE
"148",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,148,726,8276,75,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 27 meters","UE",FALSE
"149",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,115,140,726,8825,200,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 40%","Tree Height = 15 meters","UE",FALSE
"150",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,146,726,8528,204,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 19 meters","UE",FALSE
"151",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,162,721,7424,2,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 28 meters","UE",FALSE
"152",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,137,759,6920,26,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 37%","Tree Height = 18 meters","UE",FALSE
"153",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,166,759,9968,9,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 66%","Tree Height = 18 meters","UE",FALSE
"154",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,142,759,5163,49,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 19 meters","UE",FALSE
"155",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,130,147,759,6438,8,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 30 meters","UE",FALSE
"156",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,148,750,8895,13,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 17 meters","UE",FALSE
"157",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,116,142,759,8650,61,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 16 meters","UE",FALSE
"158",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,115,146,726,9385,109,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 15 meters","UE",FALSE
"159",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,145,726,7800,186,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 17 meters","UE",FALSE
"160",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,162,726,6684,115,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 22 meters","UE",FALSE
"161",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,161,726,5765,89,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 20 meters","UE",FALSE
"162",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,148,759,6548,70,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 28 meters","UE",FALSE
"163",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,138,726,8653,20,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 38%","Tree Height = 25 meters","UE",FALSE
"164",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,134,145,723,8556,1,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 34 meters","UE",FALSE
"165",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,150,759,4041,81,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 50%","Tree Height = 28 meters","UE",FALSE
"166",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,151,759,8193,35,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 27 meters","UE",FALSE
"167",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,147,759,3795,74,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 18 meters","UE",FALSE
"168",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,126,145,759,6977,27,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 26 meters","UE",FALSE
"169",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,134,150,759,7570,31,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 50%","Tree Height = 34 meters","UE",FALSE
"170",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,147,759,6921,73,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 19 meters","UE",FALSE
"171",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,144,726,6953,62,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 25 meters","UE",FALSE
"172",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,130,153,750,9202,3,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 30 meters","UE",FALSE
"173",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,153,759,6153,25,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 25 meters","UE",FALSE
"174",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,124,148,759,6880,45,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 24 meters","UE",FALSE
"175",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,157,759,4265,49,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 22 meters","UE",FALSE
"176",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,149,726,5275,77,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 25 meters","UE",FALSE
"177",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,115,143,726,5838,176,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 15 meters","UE",FALSE
"178",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,121,141,726,7857,103,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 41%","Tree Height = 21 meters","UE",FALSE
"179",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,124,759,6790,1,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 24%","Tree Height = 18 meters","UE",FALSE
