"","CONUS_EVT","EVT_rules","SCLASS_rules","CONUS_SCLA","CONUS_EVH","CONUS_EVC","LC16_BPS_2","VALUE","COUNT","CONUS_MZ_0","BPS_MODEL","BPS_NAME","EVT_NAME","EVT_LF","EVT_PHYS","COVER","HEIGHT","SCLASS","CHECK"
"180",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,154,759,5600,38,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 19 meters","UE",FALSE
"181",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,140,759,4490,52,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 40%","Tree Height = 17 meters","UE",FALSE
"182",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,114,154,750,5242,2,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 14 meters","UE",FALSE
"183",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,114,136,750,8720,14,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 36%","Tree Height = 14 meters","UE",FALSE
"184",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,150,759,6875,51,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 50%","Tree Height = 19 meters","UE",FALSE
"185",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,155,750,7658,6,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 17 meters","UE",FALSE
"186",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,142,726,8917,236,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 18 meters","UE",FALSE
"187",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,151,759,4488,55,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 18 meters","UE",FALSE
"188",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,117,136,726,9035,105,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 36%","Tree Height = 17 meters","UE",FALSE
"189",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,157,723,8381,8,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 22 meters","UE",FALSE
"190",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,141,759,5722,25,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 41%","Tree Height = 20 meters","UE",FALSE
"191",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,127,124,759,4338,1,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 24%","Tree Height = 27 meters","UE",FALSE
"192",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,148,759,9847,56,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 48%","Tree Height = 22 meters","UE",FALSE
"193",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,129,154,759,6653,10,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 29 meters","UE",FALSE
"194",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,121,143,750,5672,9,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 21 meters","UE",FALSE
"195",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,119,145,721,8636,1,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 19 meters","UE",FALSE
"196",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,115,137,759,4710,33,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 37%","Tree Height = 15 meters","UE",FALSE
"197",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,146,759,6054,61,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 22 meters","UE",FALSE
"198",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,121,146,750,8382,18,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 21 meters","UE",FALSE
"199",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,118,135,750,7657,3,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 35%","Tree Height = 18 meters","UE",FALSE
"200",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,125,144,750,9957,3,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 44%","Tree Height = 25 meters","UE",FALSE
"201",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,126,149,759,8383,43,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 26 meters","UE",FALSE
"202",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,116,137,726,5560,151,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 37%","Tree Height = 16 meters","UE",FALSE
"203",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,166,724,7548,90,1,"10370_1_2_7","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 66%","Tree Height = 28 meters","UE",FALSE
"204",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,123,152,759,6096,37,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 52%","Tree Height = 23 meters","UE",FALSE
"205",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,121,145,726,5897,178,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 21 meters","UE",FALSE
"206",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,147,759,6052,74,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 47%","Tree Height = 20 meters","UE",FALSE
"207",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,134,154,759,7318,34,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 34 meters","UE",FALSE
"208",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,113,138,750,6810,10,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 38%","Tree Height = 13 meters","UE",FALSE
"209",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,155,726,6338,115,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 28 meters","UE",FALSE
"210",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,128,168,726,6523,45,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 28 meters","UE",FALSE
"211",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,156,759,3712,45,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 20 meters","UE",FALSE
"212",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,120,140,726,9412,144,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 40%","Tree Height = 20 meters","UE",FALSE
"213",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,116,145,726,4829,166,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 16 meters","UE",FALSE
"214",7920,"Western Cool Temperate Developed Ruderal Deciduous Forest","Developed",7,122,149,724,7423,168,1,"10370_1_2_7","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Deciduous Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 22 meters","UE",FALSE
"215",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,137,152,723,8441,1,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 52%","Tree Height = 37 meters","UE",FALSE
"216",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,134,172,759,6098,25,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 72%","Tree Height = 34 meters","UE",FALSE
"217",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,137,162,759,4819,20,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 37 meters","UE",FALSE
"218",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,152,726,4787,74,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 52%","Tree Height = 24 meters","UE",FALSE
"219",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,137,151,750,8248,3,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 37 meters","UE",FALSE
"220",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,120,159,759,7149,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 20 meters","UE",FALSE
"221",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,131,167,723,8778,9,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 67%","Tree Height = 31 meters","UE",FALSE
"222",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,143,726,6630,33,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 24 meters","UE",FALSE
"223",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,120,158,759,7301,21,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 20 meters","UE",FALSE
"224",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,136,142,726,8819,1,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 42%","Tree Height = 36 meters","UE",FALSE
"225",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,164,721,9003,6,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 64%","Tree Height = 24 meters","UE",FALSE
"226",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,132,159,759,6503,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 32 meters","UE",FALSE
"227",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,119,155,759,5102,20,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 55%","Tree Height = 19 meters","UE",FALSE
"228",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,127,165,759,5529,56,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 65%","Tree Height = 27 meters","UE",FALSE
"229",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,127,172,759,5363,60,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 72%","Tree Height = 27 meters","UE",FALSE
"230",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,151,723,8247,13,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 23 meters","UE",FALSE
"231",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,128,153,759,6552,10,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 53%","Tree Height = 28 meters","UE",FALSE
"232",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,130,160,750,7841,5,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 30 meters","UE",FALSE
"233",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,133,172,726,8779,50,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 72%","Tree Height = 33 meters","UE",FALSE
"234",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,114,132,721,8024,4,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 32%","Tree Height = 14 meters","UE",FALSE
"235",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,121,146,759,6873,11,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 21 meters","UE",FALSE
"236",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,120,159,726,6583,73,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 20 meters","UE",FALSE
"237",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,168,759,6769,39,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 23 meters","UE",FALSE
"238",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,119,152,750,7674,4,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 52%","Tree Height = 19 meters","UE",FALSE
"239",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,159,723,8749,18,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 23 meters","UE",FALSE
"240",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,134,165,759,6030,17,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 65%","Tree Height = 34 meters","UE",FALSE
"241",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,128,154,759,7130,12,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 28 meters","UE",FALSE
"242",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,134,146,724,8137,2,1,"10370_1_2_7","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 34 meters","UE",FALSE
"243",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,160,724,8616,87,1,"10370_1_2_7","North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 60%","Tree Height = 23 meters","UE",FALSE
"244",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,117,133,723,7840,1,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 33%","Tree Height = 17 meters","UE",FALSE
"245",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,135,170,759,6097,23,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 70%","Tree Height = 35 meters","UE",FALSE
"246",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,135,162,759,5580,12,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 62%","Tree Height = 35 meters","UE",FALSE
"247",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,157,759,6260,26,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 25 meters","UE",FALSE
"248",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,124,157,726,8959,101,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 24 meters","UE",FALSE
"249",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,119,161,726,6685,44,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 19 meters","UE",FALSE
"250",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,125,145,750,8617,2,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 45%","Tree Height = 25 meters","UE",FALSE
"251",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,154,759,9082,26,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 54%","Tree Height = 23 meters","UE",FALSE
"252",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,136,163,759,6261,10,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 63%","Tree Height = 36 meters","UE",FALSE
"253",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,136,157,759,6210,5,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 36 meters","UE",FALSE
"254",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,143,759,8083,5,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 23 meters","UE",FALSE
"255",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,120,158,723,8798,8,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 20 meters","UE",FALSE
"256",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,165,759,6715,45,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 65%","Tree Height = 23 meters","UE",FALSE
"257",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,165,759,5625,56,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 65%","Tree Height = 26 meters","UE",FALSE
"258",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,161,723,7422,20,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 61%","Tree Height = 23 meters","UE",FALSE
"259",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,135,168,759,9392,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 35 meters","UE",FALSE
"260",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,130,167,723,7767,6,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 67%","Tree Height = 30 meters","UE",FALSE
"261",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,128,143,750,4967,2,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 43%","Tree Height = 28 meters","UE",FALSE
"262",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,168,726,5899,78,1,"10390_1_2_3_7","North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 68%","Tree Height = 23 meters","UE",FALSE
"263",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,129,156,759,7191,15,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 56%","Tree Height = 29 meters","UE",FALSE
"264",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,121,151,750,8250,7,1,"11560_1_2_7","North Pacific Lowland Riparian Forest and Shrubland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 51%","Tree Height = 21 meters","UE",FALSE
"265",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,158,759,4068,28,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 58%","Tree Height = 23 meters","UE",FALSE
"266",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,120,146,721,8915,9,1,"10180_1_7","East Cascades Mesic Montane Mixed-Conifer Forest and Woodland","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 46%","Tree Height = 20 meters","UE",FALSE
"267",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,123,159,759,6490,40,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 59%","Tree Height = 23 meters","UE",FALSE
"268",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,127,157,759,6448,16,1,"11780_1_2_7","North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 57%","Tree Height = 27 meters","UE",FALSE
"269",7921,"Western Cool Temperate Developed Ruderal Evergreen Forest","Developed",7,126,149,723,7927,6,1,"10360_1_2","North Pacific Hypermaritime Sitka Spruce Forest","Western Cool Temperate Developed Evergreen Forest","Tree","Developed","Tree Cover = 49%","Tree Height = 26 meters","UE",FALSE
